200k	QUOTE OF THE DAY Jim Torrey wants to be the Penny Pritzker of the Biden campaign Draft Bidens Josh Alcorn overheard on Amtrak describing a breakfast meeting he had earlier that day with the Obama bundler	['O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9961978518	QUOTE OF THE DAY |Jim Torrey| wants to be the *Penny Pritzker* of /the Biden campaign/ Draft Bidens Josh Alcorn overheard on Amtrak describing a breakfast meeting he had earlier that day with the Obama bundler																						
200k	Send questions or comments to clink43bellsouthnet	['O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986455	Send questions or comments to clink43bellsouthnet																						
200k	Send your pictures to newsmearnsleadercom	['O', 'O', 'O', 'O', 'O']	0	0.9999986471	Send your pictures to newsmearnsleadercom																						
200k	Shared decision tool can help clinicians and patients select antidepressants	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986448	Shared decision tool can help clinicians and patients select antidepressants																						
200k	Simulation suits teach medical students empathy	['O', 'O', 'O', 'O', 'O', 'O']	0	0.999998647	Simulation suits teach medical students empathy																						
200k	So a Cathy Come Home for our times	['O', 'O', 'B-SRC', 'I-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.8930667851	So a *Cathy Come Home* for /our times/																						
200k	So instead I want to pull back and say this to all the Nicole Arbours of the world You know what Nicole	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-SRC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8676860124	So instead I want to pull back and say this to all the Nicole Arbours of the world You know what Nicole																						
200k	So much for the lie the Adams Oshiomoles of this world have been trying to sell	['O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O']	1	0.9949295545	So much for the lie the Adams Oshiomoles of this world have been trying to sell																						
200k	Standardized tests dont help us evaluate teachers	['O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986455	Standardized tests dont help us evaluate teachers																						
200k	Steve McQueen Full Throttle Cool Dwight Jon Zimmerman Greg Scott Motorbooks 1999 Steve McQueen was the Patrick Dempsey of his daya leadingman actor who discovered he could credibly drive a race car	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9995321862	Steve McQueen Full Throttle Cool Dwight Jon Zimmerman Greg Scott Motorbooks 1999 |Steve McQueen| was the *Patrick Dempsey* of /his day/a leadingman actor who discovered he could credibly drive a race car																						
200k	Sultan Caliph protector of Mecca during his reign he calls khans claiming ancestral titles of the Ancient Orient without renouncing to the other party of the then known world often claiming to be termed the Caesar of the Caesars heir of Rome and Byzantium	['B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O']	1	0.8845799937	Sultan Caliph protector of Mecca during his reign he calls khans claiming ancestral titles of the Ancient Orient without renouncing to the other party of the then known world often claiming to be termed the Caesar of the Caesars heir of Rome and Byzantium																						
200k	Susan is the Sarah Connor of philosophy as she ponders the role of science fiction and thought experiments to help understand uploading time travel superintelligence the Singularity a new approach to the computational theory of mind consciousness and physicalism	['B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9998637584	|Susan| is the *Sarah Connor* of /philosophy/ as she ponders the role of science fiction and thought experiments to help understand uploading time travel superintelligence the Singularity a new approach to the computational theory of mind consciousness and physicalism																						
200k	TAFE is an indirect beneficial owner of these shares	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986462	TAFE is an indirect beneficial owner of these shares																						
200k	TE Adrien Robinson The fourthround pick in 2012 never made his mark despite being dubbed as the JPP of tight ends	['O', 'O', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.8683370522	TE Adrien Robinson The fourthround pick in 2012 never made his mark despite being dubbed as the JPP of tight ends																						
200k	Test volume estimates by method molecular serologyimmunodiagnostics	['O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986454	Test volume estimates by method molecular serologyimmunodiagnostics																						
200k	The commercial banks the JP Morgans of the world have access to highfrequency trading	['O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.8121413061	The commercial banks the JP Morgans of the world have access to highfrequency trading																						
200k	Then I was the PR Manager at Owls Lab a boutique fashion and lifestyle companythey called it the Kitson of the Northeast because we dressed every celeb of the moment and hosted gifting suites at Sundance and New York Fashion Weekand then I was the PR Manager of Alice Trixie a contemporary womens fashion line	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9937856248	Then I was the PR Manager at Owls Lab a boutique fashion and lifestyle companythey called |it| the *Kitson* of /the Northeast/ because we dressed every celeb of the moment and hosted gifting suites at Sundance and New York Fashion Weekand then I was the PR Manager of Alice Trixie a contemporary womens fashion line																						
200k	View image gettyimagescom View image gettyimagescom	['O', 'O', 'O', 'O', 'O', 'O']	0	0.9999986484	View image gettyimagescom View image gettyimagescom																						
200k	We apologize for any inconvenience	['O', 'O', 'O', 'O', 'O']	0	0.9999986442	We apologize for any inconvenience																						
200k	We are working to create what we call the Prius of Coworking says Eryc Branham CEO of MissionHUB	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9971163415	We are working to create what we call the *Prius* of /Coworking/ says Eryc Branham CEO of MissionHUB																						
200k	Who are the Rohingya	['O', 'O', 'O', 'B-SRC']	0	0.7678710176	Who are the Rohingya																						
200k	Yeah its kind of becoming The Andy Griffith Show of its time	['O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9990573611	Yeah |it|s kind of becoming *The Andy Griffith Show* of /its time/sent	tags	prediction_label	mean	article_url	label	annotate_sentence	0_clf	50k_clf	200k_clf	500k_clf	50k_seqtag	200k_seqtag	0_seqtag	old label	already labeled	50k_seqtag	200k_seqtag	0_seqtag	old_anno	already annotated	Kommentar	final
500k	0 comments	['O', 'O']	0	0.9999994205	0 comments																						
500k	0 comments	['O', 'O']	0	0.9999994205	0 comments																						
500k	0 comments	['O', 'O']	0	0.9999994205	0 comments																						
500k	2 comments	['O', 'O']	0	0.9999994188	2 comments																						
500k	4 comments	['O', 'O']	0	0.9999994183	4 comments																						
500k	5 comments	['O', 'O']	0	0.9999994187	5 comments																						
500k	A national LGBT leader the South Phillyborn Segal was at the 1969 Stonewall riots in Greenwich Village the Bunker Hill of gaydom	['O', 'O', 'O', 'O', 'O', 'O', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	0.862244259	A national LGBT leader the South Phillyborn Segal was at |the 1969 Stonewall riots in Greenwich Village| the *Bunker Hill* of /gaydom/																						
500k	Additional notes	['O', 'O']	0	0.99999942	Additional notes																						
500k	Also recommended	['O', 'O']	0	0.9999994183	Also recommended																						
500k	And after the awards ceremony wound down the crowd finally began to chant Novak Novak Novak We know that Djokovic Rodney Dangerfield of tennis is still glutenfree	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O']	1	0.9914001824	And after the awards ceremony wound down the crowd finally began to chant Novak Novak Novak We know that |Djokovic| *Rodney Dangerfield* of /tennis/ is still glutenfree																						
500k	As I mentioned in my earlier post Arrow can tend to get too broody and mopeyespecially all of the second half of last season when Oliver Queen the Green Arrow of the comics debated replacingRs al Ghul	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O']	1	0.9929713154	As I mentioned in my earlier post Arrow can tend to get too broody and mopeyespecially all of the second half of last season when Oliver Queen the Green Arrow of the comics debated replacingRs al Ghul																						
500k	As my wife was wheeled into the ward up bounced the Jerry Garcia of obstetrics flower shirt jeans distressed but not as much as me	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8609334726	As my wife was wheeled into the ward up bounced the *Jerry Garcia* of /obstetrics/ flower shirt jeans distressed but not as much as me																						
500k	As the Shark Tank of robotics it is a mustattend event for investors robotics entrepreneurs and innovation leaders alike	['O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9934217404	As the *Shark Tank* of /robotics/ |it| is a mustattend event for investors robotics entrepreneurs and innovation leaders alike																						
500k	But of course he is the Beethoven of private pathologists seeing the clues and making the connections that ordinary salaried policeemployed medical examiners miss	['O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9993219883	But of course |he| is the *Beethoven* of /private pathologists/ seeing the clues and making the connections that ordinary salaried policeemployed medical examiners miss																						
500k	But thanks to lowbudget hits like Fireproof and Courageous the brothers have transformed themselves into Steven Spielbergs of Christian cinema	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.8860916438	But thanks to lowbudget hits like Fireproof and Courageous |the brothers| have transformed themselves into *Steven Spielbergs* of /Christian cinema/																						
500k	Cant you remember	['O', 'O', 'O']	0	0.9999994189	Cant you remember																						
500k	Castro calls Maradona the Che of sports and the retired football star boasts a tattoo of Guevara on his right arm which he got when he came to Cuba for a drug rehab program in 2004	['O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.99881613	Castro calls |Maradona| the *Che* of /sports/ and the retired football star boasts a tattoo of Guevara on his right arm which he got when he came to Cuba for a drug rehab program in 2004																						
500k	Whats going on	['O', 'O', 'O']	0	0.9999994192	Whats going on																						
500k	Clubs offered him more money than Munichs front office did but the Catalan coach loves the massive historical institutions dare I say the Barcelonas the Bayern Munichs the Manchester Uniteds of the world	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8960897497	Clubs offered him more money than Munichs front office did but the Catalan coach loves the massive historical institutions dare I say the Barcelonas the Bayern Munichs the Manchester Uniteds of the world																						
500k	Donald Trump is the Lonesome Rhodes of our time	['B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9969185842	|Donald Trump| is the *Lonesome Rhodes* of /our time/																						
500k	Egypt is the Hollywood of the Middle East he says	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8642477361	|Egypt| is the *Hollywood* of /the Middle East/ he says																						
500k	Exclusive Goldbergs Sneak Peek Adam Learns the Perils of LongDistance Relationships	['O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.7062927065	Exclusive Goldbergs Sneak Peek Adam Learns the Perils of LongDistance Relationships																						
500k	Finjans history and most of what folks know as the Finjan of today is rooted in our robust portfolio of patents	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8660357784	Finjans history and most of what folks know as the Finjan of today is rooted in our robust portfolio of patents																						
500k	Fozzie is the Ed McMahonesque sidekick	['O', 'O', 'O', 'O', 'O', 'I-MOD']	0	0.6720498243	Fozzie is the Ed McMahonesque sidekick																						
500k	Givens said	['O', 'O']	0	0.9999994188	Givens said																						
500k	Go ahead	['O', 'O']	0	0.9999994192	Go ahead																						
500k	Greenbrier County is the Vail Colorado of the east Snyder enthused	['O', 'I-TRG', 'O', 'O', 'O', 'I-SRC', 'O', 'O', 'O', 'O', 'O']	0	0.5541102384	|Greenbrier County| is the *Vail Colorado* of /the east/ Snyder enthused																						
500k	He became the selfie Santa Claus of the night as he scribbled through paperbacks and posed	['B-TRG', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9069888174	|He| became the selfie *Santa Claus* of /the night/ as he scribbled through paperbacks and posed																						
500k	He labelled him without a doubt the Kevin Rudd of the Liberal Party	['O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD']	1	0.9962291847	He labelled |him| without a doubt the *Kevin Rudd* of /the Liberal Party/																						
500k	He said earlier the DG of para military forces could spend up to Rs five crore without MHA approval and the cap has now been raised to Rs 20 crore by him	['O', 'O', 'O', 'O', 'B-SRC', 'O', 'O', 'O', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.906897853	He said earlier the DG of para military forces could spend up to Rs five crore without MHA approval and the cap has now been raised to Rs 20 crore by him																						
500k	He was the Einstein of his time or perhaps we should say that Einstein was the Archimedes of his time	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9958960933	|He| was the *Einstein* of /his time/ or perhaps we should say that |Einstein| was the *Archimedes* of /his time/																						
500k	Heres the menu	['O', 'O', 'O']	0	0.9999994201	Heres the menu																						
500k	Heres what went down	['O', 'O', 'O', 'O']	0	0.9999994187	Heres what went down																						
500k	Hes like the Sherlock Holmes of garbage Throughout the series the majority of fan emails that Whitesides received were from children who noticed a cleaning supply that wasnt in the book and suggested a magical purpose	['B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9946482768	|Hes| like the *Sherlock Holmes* of /garbage/ Throughout the series the majority of fan emails that Whitesides received were from children who noticed a cleaning supply that wasnt in the book and suggested a magical purpose																						
500k	I got upset when they dressed Randall like a Fung Wah bus driver or Hudson like an And1 yard sale or Constance like the Crocodile Hunter with kittycat heels	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.889614223	I got upset when they dressed Randall like a Fung Wah bus driver or Hudson like an And1 yard sale or Constance like the Crocodile Hunter with kittycat heels																						
500k	I just want to say I think Warren Truss is the Jarryd Hayne of Australian politics this morning	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O']	1	0.9944657304	I just want to say I think |Warren Truss| is the *Jarryd Hayne* of /Australian politics/ this morning																						
500k	I think hes going to be the Gary Barlow of the group	['O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9978225921	I think |he|s going to be the *Gary Barlow* of /the group/																						
500k	I was basically my version of theMichael Scott of car salesman which is a total contrast to the way David runs his stores	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	0.8923827789	|I| was basically my version of the*Michael Scott* of /car salesman/ which is a total contrast to the way David runs his stores																						
500k	If youre in the market for a Bentley SUV likely north of 350000 tick the box for the 18speaker 1950watt unit from Naim arguably the Bentley of sound systems	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9986152914	If youre in the market for a Bentley SUV likely north of 350000 tick the box for |the 18speaker 1950watt unit from Naim| arguably the *Bentley* of /sound systems/																						
500k	Im kind of like the Donald Trump of love	['B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	0.995228649	|I|m kind of like the *Donald Trump* of /love/																						
500k	Import and export OPML format OPML is sort of like the Rosetta Stone of mind mapping software It enables you to share maps with other programs	['O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9940062357	Import and export OPML format |OPML| is sort of like the *Rosetta Stone* of /mind mapping software/ It enables you to share maps with other programs																						
500k	In Rosewood a comparatively lighthearted episodic quasipolice procedural premiering Wednesday on Fox Morris Chestnut plays Miamibased Dr Beaumont Rosewood a kind of freelance medical examiner considered by some to be the Beethoven of private pathologists as he likes to put it	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9989793521	In Rosewood a comparatively lighthearted episodic quasipolice procedural premiering Wednesday on Fox Morris Chestnut plays Miamibased |Dr Beaumont Rosewood| a kind of freelance medical examiner considered by some to be the *Beethoven* of /private pathologists/ as he likes to put it																						
500k	In terms of impact it may even be the Cathy Come Home of our times	['O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9927128156	In terms of impact |it| may even be the *Cathy Come Home* of /our times/																						
500k	In the video Arbour called the son that sat next to her Jaba the Son referencing Jaba the Hutt from Star Wars	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.8815322513	In the video Arbour called the son that sat next to her Jaba the Son referencing Jaba the Hutt from Star Wars																						
500k	Industar50 Lens	['O', 'O']	0	0.9999994185	Industar50 Lens																						
500k	Is a TrumpChristie ticket brewing	['O', 'O', 'O', 'O', 'O']	0	0.8104617876	Is a TrumpChristie ticket brewing																						
500k	Is this an Eric Garner moment for the IsraelPalestine conflict	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOD', 'I-MOD', 'I-MOD']	0	0.6731402888	Is |this| an *Eric Garner moment* for /the IsraelPalestine conflict/																						
500k	It could be described as a fictional Fever Pitch for golfers	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'O', 'O']	0	0.7877074571	|It| could be described as a fictional *Fever Pitch* for /golfers/																						
500k	It will all mean nothing if they bow out in straight sets while the Sharks could cement their role as the Cinderella story of this years finals should they prevail	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'O', 'O', 'I-MOD', 'O', 'O', 'O', 'O']	1	0.889207135	It will all mean nothing if they bow out in straight sets while the Sharks could cement their role as the Cinderella story of this years finals should they prevail																						
500k	Its kind of like the Wild West of vaporing Mayor Jason Ashton said	['O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O']	1	0.8464325287	|Its| kind of like the *Wild West* of /vaporing/ Mayor Jason Ashton said																						
500k	Johnson is completing 61 percent of his passes in the uptempo offense that has gotten off a nationleading 95 plays a game and has some people calling Bowling Green the Baylor of the MAC	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9968376816	Johnson is completing 61 percent of his passes in the uptempo offense that has gotten off a nationleading 95 plays a game and has some people calling |Bowling Green| the *Baylor* of /the MAC/																						
500k	Just sayin	['O', 'O']	0	0.9999994191	Just sayin																						
500k	Keep quilting	['O', 'O']	0	0.9999994183	Keep quilting																						
500k	Kestelman now NBL executive chairman has been dubbed the Frank Lowy of basketball and says the sport is riding a wave of support in Australia only previously seen in the 1990s	['B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9994327038	|Kestelman| now NBL executive chairman has been dubbed the *Frank Lowy* of /basketball/ and says the sport is riding a wave of support in Australia only previously seen in the 1990s																						
500k	Key chapters showed	['O', 'O', 'O']	0	0.9999994185	Key chapters showed																						
500k	Kristen Bell seems like such a btch her vagina is probably an Alcatraz for penis she read for the crowd and then winked at the camera as she exited	['B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9912657067	Kristen Bell seems like such a btch |her vagina| is probably an *Alcatraz* for /penis/ she read for the crowd and then winked at the camera as she exited																						
500k	Labeled as the Thomas Edison and Henry Ford of Silicon Valley Robert Noyce receives this distinction for two reasons	['O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9942336941	Labeled as the *Thomas Edison* and *Henry Ford* of /Silicon Valley/ |Robert Noyce| receives this distinction for two reasons																						
500k	Large section	['O', 'O']	0	0.9999994184	Large section																						
500k	Lead vocalist Alice Cooper is the Godvoice of rock with a deep paternal sound that says Oh yes you will come along for this ride	['O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9901020976	Lead vocalist Alice Cooper is the Godvoice of rock with a deep paternal sound that says Oh yes you will come along for this ride																						
500k	Nintendo is the Disney of the gaming world a controlling creative titan that creates beloved characters with shocking regularity	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	0.9980867023	|Nintendo| is the *Disney* of /the gaming world/ a controlling creative titan that creates beloved characters with shocking regularity																						
500k	Our aspiration isto be the Holy Grail of recommendation systems he says	['O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O']	1	0.8230991557	Our aspiration isto be the *Holy Grail* of /recommendation systems/ he says																						
500k	Paige is known as the Robbie Farah of the team	['B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9975190293	|Paige| is known as the *Robbie Farah* of /the team/																						
500k	Popularity	['O']	0	0.9999994184	Popularity																						
500k	Post Views	['O', 'O']	0	0.9999994196	Post Views																						
500k	Print comments	['O', 'O']	0	0.9999994194	Print comments																						
500k	Putin denies phone call with Elton John about gay rights	['O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.8253714359	Putin denies phone call with Elton John about gay rights																						
500k	Quixotic Greek anticorruption crusader finally tastes success Athens AFP As Alexis Tsipras cruised to victory in Greeces general election the outcome must have tasted even sweeter for the man considered the Don Quixote of Greek politics	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	0.9989407478	Quixotic Greek anticorruption crusader finally tastes success Athens AFP As Alexis Tsipras cruised to victory in Greeces general election the outcome must have tasted even sweeter for |the man| considered the *Don Quixote* of /Greek politics/																						
500k	Related articlespages	['O', 'O']	0	0.9999994183	Related articlespages																						
500k	remove pages	['O', 'O']	0	0.9999994186	remove pages																						
